[kbplacer_plugin_action.py:65]: Plugin version: 0.12
[kbplacer_plugin_action.py:66]: Python version: '3.11.5 (main, Dec 24 2024, 05:27:06) [MSC v.1942 64 bit (AMD64)]'
[kbplacer_plugin_action.py:67]: KiCad version: 8.0.8 with 4.2.2 msw (phoenix) wxWidgets 3.2.6
[kbplacer_dialog.py:585]: Language: de
[kbplacer_plugin_action.py:75]: GUI state: {"layout_path": "C:\\Users\\TLP-PC\\Downloads\\keyboard-layout(1).json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "SW{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": false, "diode_info": {"annotation_format": "D{}", "position_option": "Default", "position": {"x": 5.08, "y": 3.03, "orientation": 90.0, "side": "Back"}, "template_path": ""}, "additional_elements": [{"annotation_format": "ST{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}], "route_rows_and_columns": true, "template_path": "", "generate_outline": false, "outline_delta": 0.0}
[key_placer.py:361]: Set key 1U distance: 19050000/19050000
[key_placer.py:123]: Switches by nets: defaultdict(<class 'list'>, {frozenset({'COL5', 'ROW7'}): ['SW109'], frozenset({'COL4', 'ROW7'}): ['SW108'], frozenset({'COL16', 'ROW5'}): ['SW107'], frozenset({'COL15', 'ROW5'}): ['SW106'], frozenset({'COL14', 'ROW5'}): ['SW105'], frozenset({'ROW5', 'COL13'}): ['SW104'], frozenset({'COL12', 'ROW5'}): ['SW103'], frozenset({'COL11', 'ROW5'}): ['SW102'], frozenset({'COL10', 'ROW5'}): ['SW101'], frozenset({'COL6', 'ROW5'}): ['SW100'], frozenset({'ROW5', 'COL2'}): ['SW99'], frozenset({'ROW5', 'COL1'}): ['SW98'], frozenset({'ROW5', 'COL0'}): ['SW97'], frozenset({'COL3', 'ROW7'}): ['SW96'], frozenset({'COL2', 'ROW7'}): ['SW95'], frozenset({'COL1', 'ROW7'}): ['SW94'], frozenset({'COL0', 'ROW7'}): ['SW93'], frozenset({'ROW4', 'COL15'}): ['SW92'], frozenset({'ROW4', 'COL13'}): ['SW91'], frozenset({'ROW4', 'COL11'}): ['SW90'], frozenset({'COL10', 'ROW4'}): ['SW89'], frozenset({'ROW4', 'COL9'}): ['SW88'], frozenset({'ROW4', 'COL8'}): ['SW87'], frozenset({'ROW4', 'COL7'}): ['SW86'], frozenset({'COL6', 'ROW4'}): ['SW85'], frozenset({'ROW4', 'COL5'}): ['SW84'], frozenset({'ROW4', 'COL4'}): ['SW83'], frozenset({'ROW4', 'COL3'}): ['SW82'], frozenset({'ROW4', 'COL2'}): ['SW81'], frozenset({'ROW4', 'COL1'}): ['SW80'], frozenset({'ROW4', 'COL0'}): ['SW79'], frozenset({'COL14', 'ROW6'}): ['SW78'], frozenset({'COL13', 'ROW6'}): ['SW77'], frozenset({'COL12', 'ROW6'}): ['SW76'], frozenset({'ROW3', 'COL12'}): ['SW75'], frozenset({'ROW3', 'COL11'}): ['SW74'], frozenset({'COL10', 'ROW3'}): ['SW73'], frozenset({'ROW3', 'COL9'}): ['SW72'], frozenset({'ROW3', 'COL8'}): ['SW71'], frozenset({'ROW3', 'COL7'}): ['SW70'], frozenset({'COL6', 'ROW3'}): ['SW69'], frozenset({'ROW3', 'COL5'}): ['SW68'], frozenset({'ROW3', 'COL4'}): ['SW67'], frozenset({'ROW3', 'COL3'}): ['SW66'], frozenset({'ROW3', 'COL2'}): ['SW65'], frozenset({'ROW3', 'COL1'}): ['SW64'], frozenset({'ROW3', 'COL0'}): ['SW63'], frozenset({'COL11', 'ROW6'}): ['SW62'], frozenset({'COL10', 'ROW6'}): ['SW61'], frozenset({'COL9', 'ROW6'}): ['SW60'], frozenset({'COL8', 'ROW6'}): ['SW59'], frozenset({'ROW2', 'COL16'}): ['SW58'], frozenset({'ROW2', 'COL15'}): ['SW57'], frozenset({'ROW2', 'COL14'}): ['SW56'], frozenset({'ROW2', 'COL13'}): ['SW55'], frozenset({'ROW2', 'COL12'}): ['SW54'], frozenset({'ROW2', 'COL11'}): ['SW53'], frozenset({'COL10', 'ROW2'}): ['SW52'], frozenset({'ROW2', 'COL9'}): ['SW51'], frozenset({'ROW2', 'COL8'}): ['SW50'], frozenset({'ROW2', 'COL7'}): ['SW49'], frozenset({'COL6', 'ROW2'}): ['SW48'], frozenset({'ROW2', 'COL5'}): ['SW47'], frozenset({'ROW2', 'COL4'}): ['SW46'], frozenset({'ROW2', 'COL3'}): ['SW45'], frozenset({'ROW2', 'COL2'}): ['SW44'], frozenset({'ROW2', 'COL1'}): ['SW43'], frozenset({'ROW2', 'COL0'}): ['SW42'], frozenset({'COL7', 'ROW6'}): ['SW41'], frozenset({'COL6', 'ROW6'}): ['SW40'], frozenset({'COL5', 'ROW6'}): ['SW39'], frozenset({'COL4', 'ROW6'}): ['SW38'], frozenset({'COL16', 'ROW1'}): ['SW37'], frozenset({'COL15', 'ROW1'}): ['SW36'], frozenset({'COL14', 'ROW1'}): ['SW35'], frozenset({'ROW1', 'COL13'}): ['SW34'], frozenset({'COL12', 'ROW1'}): ['SW33'], frozenset({'COL11', 'ROW1'}): ['SW32'], frozenset({'COL10', 'ROW1'}): ['SW31'], frozenset({'ROW1', 'COL9'}): ['SW30'], frozenset({'COL8', 'ROW1'}): ['SW29'], frozenset({'COL7', 'ROW1'}): ['SW28'], frozenset({'COL6', 'ROW1'}): ['SW27'], frozenset({'COL5', 'ROW1'}): ['SW26'], frozenset({'COL4', 'ROW1'}): ['SW25'], frozenset({'COL3', 'ROW1'}): ['SW24'], frozenset({'COL2', 'ROW1'}): ['SW23'], frozenset({'COL1', 'ROW1'}): ['SW22'], frozenset({'COL0', 'ROW1'}): ['SW21'], frozenset({'COL3', 'ROW6'}): ['SW20'], frozenset({'COL2', 'ROW6'}): ['SW19'], frozenset({'COL1', 'ROW6'}): ['SW18'], frozenset({'COL0', 'ROW6'}): ['SW17'], frozenset({'ROW0', 'COL16'}): ['SW16'], frozenset({'ROW0', 'COL15'}): ['SW15'], frozenset({'ROW0', 'COL14'}): ['SW14'], frozenset({'ROW0', 'COL13'}): ['SW13'], frozenset({'ROW0', 'COL12'}): ['SW12'], frozenset({'ROW0', 'COL11'}): ['SW11'], frozenset({'COL10', 'ROW0'}): ['SW10'], frozenset({'ROW0', 'COL9'}): ['SW9'], frozenset({'ROW0', 'COL8'}): ['SW8'], frozenset({'ROW0', 'COL7'}): ['SW7'], frozenset({'COL6', 'ROW0'}): ['SW6'], frozenset({'ROW0', 'COL5'}): ['SW5'], frozenset({'ROW0', 'COL4'}): ['SW4'], frozenset({'ROW0', 'COL3'}): ['SW3'], frozenset({'ROW0', 'COL2'}): ['SW2'], frozenset({'ROW0', 'COL0'}): ['SW1']})
[key_placer.py:127]: Diodes by switch: {'SW15': ['D15'], 'SW79': ['D79'], 'SW67': ['D67'], 'SW32': ['D32'], 'SW3': ['D3'], 'SW80': ['D80'], 'SW33': ['D33'], 'SW31': ['D31'], 'SW66': ['D66'], 'SW81': ['D81'], 'SW39': ['D39'], 'SW21': ['D21'], 'SW105': ['D105'], 'SW41': ['D41'], 'SW14': ['D14'], 'SW4': ['D4'], 'SW63': ['D63'], 'SW87': ['D87'], 'SW109': ['D109'], 'SW95': ['D95'], 'SW68': ['D68'], 'SW76': ['D76'], 'SW103': ['D103'], 'SW6': ['D6'], 'SW29': ['D29'], 'SW89': ['D89'], 'SW11': ['D11'], 'SW106': ['D106'], 'SW16': ['D16'], 'SW104': ['D104'], 'SW83': ['D83'], 'SW73': ['D73'], 'SW30': ['D30'], 'SW22': ['D22'], 'SW94': ['D94'], 'SW70': ['D70'], 'SW38': ['D38'], 'SW62': ['D62'], 'SW65': ['D65'], 'SW17': ['D17'], 'SW40': ['D40'], 'SW10': ['D10'], 'SW42': ['D42'], 'SW86': ['D86'], 'SW49': ['D49'], 'SW45': ['D45'], 'SW23': ['D23'], 'SW48': ['D48'], 'SW82': ['D82'], 'SW78': ['D78'], 'SW36': ['D36'], 'SW52': ['D52'], 'SW72': ['D72'], 'SW98': ['D98'], 'SW55': ['D55'], 'SW91': ['D91'], 'SW9': ['D9'], 'SW75': ['D75'], 'SW18': ['D18'], 'SW74': ['D74'], 'SW93': ['D93'], 'SW35': ['D35'], 'SW59': ['D59'], 'SW20': ['D20'], 'SW12': ['D12'], 'SW56': ['D56'], 'SW44': ['D44'], 'SW8': ['D8'], 'SW2': ['D2'], 'SW13': ['D13'], 'SW99': ['D99'], 'SW108': ['D108'], 'SW60': ['D60'], 'SW85': ['D85'], 'SW101': ['D101'], 'SW5': ['D5'], 'SW90': ['D90'], 'SW28': ['D28'], 'SW92': ['D92'], 'SW88': ['D88'], 'SW58': ['D58'], 'SW102': ['D102'], 'SW47': ['D47'], 'SW37': ['D37'], 'SW64': ['D64'], 'SW53': ['D53'], 'SW50': ['D50'], 'SW69': ['D69'], 'SW19': ['D19'], 'SW107': ['D107'], 'SW7': ['D7'], 'SW54': ['D54'], 'SW27': ['D27'], 'SW34': ['D34'], 'SW24': ['D24'], 'SW84': ['D84'], 'SW100': ['D100'], 'SW97': ['D97'], 'SW77': ['D77'], 'SW26': ['D26'], 'SW57': ['D57'], 'SW1': ['D1'], 'SW71': ['D71'], 'SW51': ['D51'], 'SW61': ['D61'], 'SW25': ['D25'], 'SW96': ['D96'], 'SW46': ['D46'], 'SW43': ['D43']}
[kle_serial.py:897]: User layout: [['Esc', {'x': 1}, 'F1', 'F2', 'F3', 'F4', {'x': 0.5}, 'F5', 'F6', 'F7', 'F8', {'x': 0.5}, 'F9', 'F10', 'F11', 'F12', {'x': 0.25}, 'PrtSc', 'Scroll Lock', 'Pause\nBreak', {'x': 0.25, 'a': 7}, '', '', '', ''], [{'y': 0.5, 'a': 4}, '¬\n`', '!\n1', '"\n2', '£\n3', '$\n4', '%\n5', '^\n6', '&\n7', '*\n8', '(\n9', ')\n0', '_\n-', '+\n=', {'w': 2}, 'Backspace', {'x': 0.25}, 'Insert', 'Home', 'PgUp', {'x': 0.25}, 'Num Lock', '/', '*', '-'], [{'w': 1.5}, 'Tab', 'Q', 'W', 'E', 'R', 'T', 'Y', 'U', 'I', 'O', 'P', '{\n[', '}\n]', {'x': 0.25, 'w': 1.25, 'h': 2, 'w2': 1.5, 'h2': 1, 'x2': -0.25}, 'Enter', {'x': 0.25}, 'Delete', 'End', 'PgDn', {'x': 0.25}, '7\nHome', '8\n↑', '9\nPgUp', {'h': 2}, '+'], [{'w': 1.75}, 'Caps Lock', 'A', 'S', 'D', 'F', 'G', 'H', 'J', 'K', 'L', ':\n;', "@\n'", '~\n#', {'x': 4.75}, '4\n←', '5', '6\n→'], [{'w': 1.25}, 'Shift', '|\n\\', 'Z', 'X', 'C', 'V', 'B', 'N', 'M', '<\n,', '>\n.', '?\n/', {'w': 2.75}, 'Shift', {'x': 1.25}, '↑', {'x': 1.25}, '1\nEnd', '2\n↓', '3\nPgDn', {'h': 2}, 'Enter'], [{'w': 1.25}, 'Ctrl', {'w': 1.25}, 'Win', {'w': 1.25}, 'Alt', {'a': 7, 'w': 6.25}, '', {'a': 4, 'w': 1.25}, 'AltGr', {'w': 1.25}, 'Win', {'w': 1.25}, 'Menu', {'w': 1.25}, 'Ctrl', {'x': 0.25}, '←', '↓', '→', {'x': 0.25, 'w': 2}, '0\nIns', '.\nDel']]
[key_placer.py:661]: Layout offset: (28575000, 28575000)
[board_modifier.py:85]: Setting SW1 footprint position: (38100000, 38100000)
[board_modifier.py:85]: Setting SW2 footprint position: (76200000, 38100000)
[board_modifier.py:85]: Setting SW3 footprint position: (95250000, 38100000)
[board_modifier.py:85]: Setting SW4 footprint position: (114300000, 38100000)
[board_modifier.py:85]: Setting SW5 footprint position: (133350000, 38100000)
[board_modifier.py:85]: Setting SW6 footprint position: (161925000, 38100000)
[board_modifier.py:85]: Setting SW7 footprint position: (180975000, 38100000)
[board_modifier.py:85]: Setting SW8 footprint position: (200025000, 38100000)
[board_modifier.py:85]: Setting SW9 footprint position: (219075000, 38100000)
[board_modifier.py:85]: Setting SW10 footprint position: (247650000, 38100000)
[board_modifier.py:85]: Setting SW11 footprint position: (266700000, 38100000)
[board_modifier.py:85]: Setting SW12 footprint position: (285750000, 38100000)
[board_modifier.py:85]: Setting SW13 footprint position: (304800000, 38100000)
[board_modifier.py:85]: Setting SW14 footprint position: (328612500, 38100000)
[board_modifier.py:85]: Setting SW15 footprint position: (347662500, 38100000)
[board_modifier.py:85]: Setting SW16 footprint position: (366712500, 38100000)
[board_modifier.py:85]: Setting SW17 footprint position: (390525000, 38100000)
[board_modifier.py:85]: Setting SW18 footprint position: (409575000, 38100000)
[board_modifier.py:85]: Setting SW19 footprint position: (428625000, 38100000)
[board_modifier.py:85]: Setting SW20 footprint position: (447675000, 38100000)
[board_modifier.py:85]: Setting SW21 footprint position: (38100000, 66675000)
[board_modifier.py:85]: Setting SW22 footprint position: (57150000, 66675000)
[board_modifier.py:85]: Setting SW23 footprint position: (76200000, 66675000)
[board_modifier.py:85]: Setting SW24 footprint position: (95250000, 66675000)
[board_modifier.py:85]: Setting SW25 footprint position: (114300000, 66675000)
[board_modifier.py:85]: Setting SW26 footprint position: (133350000, 66675000)
[board_modifier.py:85]: Setting SW27 footprint position: (152400000, 66675000)
[board_modifier.py:85]: Setting SW28 footprint position: (171450000, 66675000)
[board_modifier.py:85]: Setting SW29 footprint position: (190500000, 66675000)
[board_modifier.py:85]: Setting SW30 footprint position: (209550000, 66675000)
[board_modifier.py:85]: Setting SW31 footprint position: (228600000, 66675000)
[board_modifier.py:85]: Setting SW32 footprint position: (247650000, 66675000)
[board_modifier.py:85]: Setting SW33 footprint position: (266700000, 66675000)
[board_modifier.py:85]: Setting SW34 footprint position: (295275000, 66675000)
[board_modifier.py:85]: Setting SW35 footprint position: (328612500, 66675000)
[board_modifier.py:85]: Setting SW36 footprint position: (347662500, 66675000)
[board_modifier.py:85]: Setting SW37 footprint position: (366712500, 66675000)
[board_modifier.py:85]: Setting SW38 footprint position: (390525000, 66675000)
[board_modifier.py:85]: Setting SW39 footprint position: (409575000, 66675000)
[board_modifier.py:85]: Setting SW40 footprint position: (428625000, 66675000)
[board_modifier.py:85]: Setting SW41 footprint position: (447675000, 66675000)
[board_modifier.py:85]: Setting SW42 footprint position: (42862500, 85725000)
[board_modifier.py:85]: Setting SW43 footprint position: (66675000, 85725000)
[board_modifier.py:85]: Setting SW44 footprint position: (85725000, 85725000)
[board_modifier.py:85]: Setting SW45 footprint position: (104775000, 85725000)
[board_modifier.py:85]: Setting SW46 footprint position: (123825000, 85725000)
[board_modifier.py:85]: Setting SW47 footprint position: (142875000, 85725000)
[board_modifier.py:85]: Setting SW48 footprint position: (161925000, 85725000)
[board_modifier.py:85]: Setting SW49 footprint position: (180975000, 85725000)
[board_modifier.py:85]: Setting SW50 footprint position: (200025000, 85725000)
[board_modifier.py:85]: Setting SW51 footprint position: (219075000, 85725000)
[board_modifier.py:85]: Setting SW52 footprint position: (238125000, 85725000)
[board_modifier.py:85]: Setting SW53 footprint position: (257175000, 85725000)
[board_modifier.py:85]: Setting SW54 footprint position: (276225000, 85725000)
[board_modifier.py:85]: Setting SW55 footprint position: (302418750, 95250000)
[board_modifier.py:85]: Setting SW56 footprint position: (328612500, 85725000)
[board_modifier.py:85]: Setting SW57 footprint position: (347662500, 85725000)
[board_modifier.py:85]: Setting SW58 footprint position: (366712500, 85725000)
[board_modifier.py:85]: Setting SW59 footprint position: (390525000, 85725000)
[board_modifier.py:85]: Setting SW60 footprint position: (409575000, 85725000)
[board_modifier.py:85]: Setting SW61 footprint position: (428625000, 85725000)
[board_modifier.py:85]: Setting SW62 footprint position: (447675000, 95250000)
[board_modifier.py:85]: Setting SW63 footprint position: (45243750, 104775000)
[board_modifier.py:85]: Setting SW64 footprint position: (71437500, 104775000)
[board_modifier.py:85]: Setting SW65 footprint position: (90487500, 104775000)
[board_modifier.py:85]: Setting SW66 footprint position: (109537500, 104775000)
[board_modifier.py:85]: Setting SW67 footprint position: (128587500, 104775000)
[board_modifier.py:85]: Setting SW68 footprint position: (147637500, 104775000)
[board_modifier.py:85]: Setting SW69 footprint position: (166687500, 104775000)
[board_modifier.py:85]: Setting SW70 footprint position: (185737500, 104775000)
[board_modifier.py:85]: Setting SW71 footprint position: (204787500, 104775000)
[board_modifier.py:85]: Setting SW72 footprint position: (223837500, 104775000)
[board_modifier.py:85]: Setting SW73 footprint position: (242887500, 104775000)
[board_modifier.py:85]: Setting SW74 footprint position: (261937500, 104775000)
[board_modifier.py:85]: Setting SW75 footprint position: (280987500, 104775000)
[board_modifier.py:85]: Setting SW76 footprint position: (390525000, 104775000)
[board_modifier.py:85]: Setting SW77 footprint position: (409575000, 104775000)
[board_modifier.py:85]: Setting SW78 footprint position: (428625000, 104775000)
[board_modifier.py:85]: Setting SW79 footprint position: (40481250, 123825000)
[board_modifier.py:85]: Setting SW80 footprint position: (61912500, 123825000)
[board_modifier.py:85]: Setting SW81 footprint position: (80962500, 123825000)
[board_modifier.py:85]: Setting SW82 footprint position: (100012500, 123825000)
[board_modifier.py:85]: Setting SW83 footprint position: (119062500, 123825000)
[board_modifier.py:85]: Setting SW84 footprint position: (138112500, 123825000)
[board_modifier.py:85]: Setting SW85 footprint position: (157162500, 123825000)
[board_modifier.py:85]: Setting SW86 footprint position: (176212500, 123825000)
[board_modifier.py:85]: Setting SW87 footprint position: (195262500, 123825000)
[board_modifier.py:85]: Setting SW88 footprint position: (214312500, 123825000)
[board_modifier.py:85]: Setting SW89 footprint position: (233362500, 123825000)
[board_modifier.py:85]: Setting SW90 footprint position: (252412500, 123825000)
[board_modifier.py:85]: Setting SW91 footprint position: (288131250, 123825000)
[board_modifier.py:85]: Setting SW92 footprint position: (347662500, 123825000)
[board_modifier.py:85]: Setting SW93 footprint position: (390525000, 123825000)
[board_modifier.py:85]: Setting SW94 footprint position: (409575000, 123825000)
[board_modifier.py:85]: Setting SW95 footprint position: (428625000, 123825000)
[board_modifier.py:85]: Setting SW96 footprint position: (447675000, 133350000)
[board_modifier.py:85]: Setting SW97 footprint position: (40481250, 142875000)
[board_modifier.py:85]: Setting SW98 footprint position: (64293750, 142875000)
[board_modifier.py:85]: Setting SW99 footprint position: (88106250, 142875000)
[board_modifier.py:85]: Setting SW100 footprint position: (159543750, 142875000)
[board_modifier.py:85]: Setting SW101 footprint position: (230981250, 142875000)
[board_modifier.py:85]: Setting SW102 footprint position: (254793750, 142875000)
[board_modifier.py:85]: Setting SW103 footprint position: (278606250, 142875000)
[board_modifier.py:85]: Setting SW104 footprint position: (302418750, 142875000)
[board_modifier.py:85]: Setting SW105 footprint position: (328612500, 142875000)
[board_modifier.py:85]: Setting SW106 footprint position: (347662500, 142875000)
[board_modifier.py:85]: Setting SW107 footprint position: (366712500, 142875000)
[board_modifier.py:85]: Setting SW108 footprint position: (400050000, 142875000)
[board_modifier.py:85]: Setting SW109 footprint position: (428625000, 142875000)
[key_placer.py:996]: Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.DEFAULT: 'Default'>, position=ElementPosition(x=5.08, y=3.03, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='')]
[board_modifier.py:98]: Getting SW1 footprint position: (38100000, 38100000)
[board_modifier.py:85]: Setting D1 footprint position: (43180000, 41130000)
[board_modifier.py:98]: Getting SW2 footprint position: (76200000, 38100000)
[board_modifier.py:85]: Setting D2 footprint position: (81280000, 41130000)
[board_modifier.py:98]: Getting SW3 footprint position: (95250000, 38100000)
[board_modifier.py:85]: Setting D3 footprint position: (100330000, 41130000)
[board_modifier.py:98]: Getting SW4 footprint position: (114300000, 38100000)
[board_modifier.py:85]: Setting D4 footprint position: (119380000, 41130000)
[board_modifier.py:98]: Getting SW5 footprint position: (133350000, 38100000)
[board_modifier.py:85]: Setting D5 footprint position: (138430000, 41130000)
[board_modifier.py:98]: Getting SW6 footprint position: (161925000, 38100000)
[board_modifier.py:85]: Setting D6 footprint position: (167005000, 41130000)
[board_modifier.py:98]: Getting SW7 footprint position: (180975000, 38100000)
[board_modifier.py:85]: Setting D7 footprint position: (186055000, 41130000)
[board_modifier.py:98]: Getting SW8 footprint position: (200025000, 38100000)
[board_modifier.py:85]: Setting D8 footprint position: (205105000, 41130000)
[board_modifier.py:98]: Getting SW9 footprint position: (219075000, 38100000)
[board_modifier.py:85]: Setting D9 footprint position: (224155000, 41130000)
[board_modifier.py:98]: Getting SW10 footprint position: (247650000, 38100000)
[board_modifier.py:85]: Setting D10 footprint position: (252730000, 41130000)
[board_modifier.py:98]: Getting SW11 footprint position: (266700000, 38100000)
[board_modifier.py:85]: Setting D11 footprint position: (271780000, 41130000)
[board_modifier.py:98]: Getting SW12 footprint position: (285750000, 38100000)
[board_modifier.py:85]: Setting D12 footprint position: (290830000, 41130000)
[board_modifier.py:98]: Getting SW13 footprint position: (304800000, 38100000)
[board_modifier.py:85]: Setting D13 footprint position: (309880000, 41130000)
[board_modifier.py:98]: Getting SW14 footprint position: (328612500, 38100000)
[board_modifier.py:85]: Setting D14 footprint position: (333692500, 41130000)
[board_modifier.py:98]: Getting SW15 footprint position: (347662500, 38100000)
[board_modifier.py:85]: Setting D15 footprint position: (352742500, 41130000)
[board_modifier.py:98]: Getting SW16 footprint position: (366712500, 38100000)
[board_modifier.py:85]: Setting D16 footprint position: (371792500, 41130000)
[board_modifier.py:98]: Getting SW17 footprint position: (390525000, 38100000)
[board_modifier.py:85]: Setting D17 footprint position: (395605000, 41130000)
[board_modifier.py:98]: Getting SW18 footprint position: (409575000, 38100000)
[board_modifier.py:85]: Setting D18 footprint position: (414655000, 41130000)
[board_modifier.py:98]: Getting SW19 footprint position: (428625000, 38100000)
[board_modifier.py:85]: Setting D19 footprint position: (433705000, 41130000)
[board_modifier.py:98]: Getting SW20 footprint position: (447675000, 38100000)
[board_modifier.py:85]: Setting D20 footprint position: (452755000, 41130000)
[board_modifier.py:98]: Getting SW21 footprint position: (38100000, 66675000)
[board_modifier.py:85]: Setting D21 footprint position: (43180000, 69705000)
[board_modifier.py:98]: Getting SW22 footprint position: (57150000, 66675000)
[board_modifier.py:85]: Setting D22 footprint position: (62230000, 69705000)
[board_modifier.py:98]: Getting SW23 footprint position: (76200000, 66675000)
[board_modifier.py:85]: Setting D23 footprint position: (81280000, 69705000)
[board_modifier.py:98]: Getting SW24 footprint position: (95250000, 66675000)
[board_modifier.py:85]: Setting D24 footprint position: (100330000, 69705000)
[board_modifier.py:98]: Getting SW25 footprint position: (114300000, 66675000)
[board_modifier.py:85]: Setting D25 footprint position: (119380000, 69705000)
[board_modifier.py:98]: Getting SW26 footprint position: (133350000, 66675000)
[board_modifier.py:85]: Setting D26 footprint position: (138430000, 69705000)
[board_modifier.py:98]: Getting SW27 footprint position: (152400000, 66675000)
[board_modifier.py:85]: Setting D27 footprint position: (157480000, 69705000)
